Market Name,Market ID,User ID,First Name,Last Name,Username,Email,Question Title,Question ID,Outcome Title,Outcome ID,Order ID,Order Receipt ID,Order Quantity,Order Type,Order Cost,Placed Successfully,Date
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Nurmsoo and Bloom, “Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?”, Psychological Science",3469,No,10466,618142,617846,21.83637105,buy,500,TRUE,2014-10-21 19:29:41 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Wolf et al., “Interindividual-intergroup discontinuity in the domain of correspondent outcomes: the roles of relativistic concern, perceived categorization, and the doctrine of mutual assured destruction”, JPSP",3470,Yes,10467,618144,617848,8.659441905,buy,500,TRUE,2014-10-21 19:29:54 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,No,10474,618145,617849,27.59892512,buy,500,TRUE,2014-10-21 19:30:59 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,Yes,10471,618147,617851,15.07451427,buy,500,TRUE,2014-10-21 19:31:29 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Lemay and Clark, “Walking on eggshells: How expressing relationship insecurities perpetuates them”, JPSP",3474,Yes,10475,618148,617852,11.15064615,buy,500,TRUE,2014-10-21 19:31:41 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,Yes,10477,618149,617853,10.11076045,buy,500,TRUE,2014-10-21 19:31:56 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Halevy et al., ““In?Group Love” and “Out?Group Hate” as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm”, Psychological Science",3477,No,10482,618150,617854,12.52639288,buy,500,TRUE,2014-10-21 19:32:49 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,No,10486,618152,617856,12.37081104,buy,500,TRUE,2014-10-21 19:33:13 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,Yes,10487,618155,617859,8.242803416,buy,500,TRUE,2014-10-21 19:33:29 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 14, Dodson et al., “Stereotypes and retrieval-provoked illusory source recollections”, JEPLMC",3481,Yes,10489,618157,617861,18.80326569,buy,500,TRUE,2014-10-21 19:33:46 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Fiedler, “The ultimate sampling dilemma in experience-based decision making”, JEPLMC",3482,Yes,10491,618158,617862,8.902638259,buy,500,TRUE,2014-10-21 19:34:03 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,No,10494,618159,617863,14.39445988,buy,500,TRUE,2014-10-21 19:34:16 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Tamir et al., “Hedonic and instrumental motives in anger regulation”, Psychological Science",3484,Yes,10495,618160,617864,7.415934039,buy,500,TRUE,2014-10-21 19:34:33 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,No,10498,618161,617865,15.8079966,buy,500,TRUE,2014-10-21 19:34:45 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,No,10500,618162,617866,16.61375306,buy,500,TRUE,2014-10-21 19:34:56 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Purdie-Vaughns et al., “Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions”, JPSP",3487,No,10502,618163,617867,12.89067777,buy,500,TRUE,2014-10-21 19:35:10 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Bassok et al., “Priming Addition Facts With Semantic Relations”, JEPLMC",3488,Yes,10503,618165,617869,18.25800481,buy,500,TRUE,2014-10-21 19:35:20 UTC
Replicator Market - Oct 14,213,122918,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Nurmsoo and Bloom, “Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?”, Psychological Science",3469,No,10466,618172,617876,18.74953743,buy,499.9999999,TRUE,2014-10-21 19:38:30 UTC
Replicator Market - Oct 14,213,122917,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618203,617907,13.94610896,buy,1000,TRUE,2014-10-21 20:00:49 UTC
Replicator Market - Oct 14,213,122917,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618209,617913,109.747655,buy,9000,TRUE,2014-10-21 20:05:43 UTC
Replicator Market - Oct 14,213,121282,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618283,617987,17.00690017,sell,1500,TRUE,2014-10-21 21:03:15 UTC
Replicator Market - Oct 14,213,121282,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Lemay and Clark, “Walking on eggshells: How expressing relationship insecurities perpetuates them”, JPSP",3474,Yes,10475,618284,617988,30.01978397,buy,1500,TRUE,2014-10-21 21:03:27 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,618412,618116,7.575693597,buy,500,TRUE,2014-10-21 22:49:25 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,618413,618117,7.254899263,buy,500,TRUE,2014-10-21 22:55:14 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618477,618181,5.707271068,buy,500,TRUE,2014-10-22 00:36:34 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,Yes,10469,618478,618182,42.9446881,buy,1000,TRUE,2014-10-22 00:36:48 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Purdie-Vaughns et al., “Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions”, JPSP",3487,No,10502,618484,618188,23.17535137,buy,1000,TRUE,2014-10-22 00:40:44 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,No,10500,618485,618189,15.62930618,buy,500,TRUE,2014-10-22 00:40:59 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,No,10486,618488,618192,22.38860695,buy,1000,TRUE,2014-10-22 00:41:56 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,Yes,10469,618489,618193,32.63132544,buy,1000,TRUE,2014-10-22 00:42:10 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,618490,618194,28.60868966,buy,2000,TRUE,2014-10-22 00:42:24 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,No,10478,618491,618195,19.34241555,buy,1000,TRUE,2014-10-22 00:42:53 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,Yes,10483,618492,618196,16.53970361,buy,1000,TRUE,2014-10-22 00:43:07 UTC
Replicator Market - Oct 14,213,121285,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Wolf et al., “Interindividual-intergroup discontinuity in the domain of correspondent outcomes: the roles of relativistic concern, perceived categorization, and the doctrine of mutual assured destruction”, JPSP",3470,No,10468,618493,618197,22.73224761,buy,999.9999999,TRUE,2014-10-22 00:43:37 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Purdie-Vaughns et al., “Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions”, JPSP",3487,Yes,10501,618494,618198,26.2144046,buy,1500,TRUE,2014-10-22 01:02:24 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 14, Dodson et al., “Stereotypes and retrieval-provoked illusory source recollections”, JEPLMC",3481,No,10490,618495,618199,13.71445298,buy,1000,TRUE,2014-10-22 01:02:54 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Wolf et al., “Interindividual-intergroup discontinuity in the domain of correspondent outcomes: the roles of relativistic concern, perceived categorization, and the doctrine of mutual assured destruction”, JPSP",3470,No,10468,618496,618200,29.69849878,buy,1500,TRUE,2014-10-22 01:03:29 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,Yes,10479,618497,618201,12.03545505,buy,500,TRUE,2014-10-22 01:04:12 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,No,10474,618505,618209,22.59750749,buy,500,TRUE,2014-10-22 01:05:22 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,Yes,10485,618508,618212,13.81803956,buy,750,TRUE,2014-10-22 01:05:50 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Tamir et al., “Hedonic and instrumental motives in anger regulation”, Psychological Science",3484,Yes,10495,618511,618215,17.82610101,buy,1250,TRUE,2014-10-22 01:06:14 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Halevy et al., ““In?Group Love” and “Out?Group Hate” as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm”, Psychological Science",3477,Yes,10481,618515,618219,16.5128861,buy,1000,TRUE,2014-10-22 01:06:38 UTC
Replicator Market - Oct 14,213,2810,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Lemay and Clark, “Walking on eggshells: How expressing relationship insecurities perpetuates them”, JPSP",3474,Yes,10475,618518,618222,17.88179398,buy,999.9999999,TRUE,2014-10-22 01:07:09 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618547,618251,1.70444311,buy,150,TRUE,2014-10-22 02:08:28 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,No,10480,618548,618252,1.748122884,buy,100,TRUE,2014-10-22 02:09:05 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,618550,618254,1.496748458,buy,100,TRUE,2014-10-22 02:10:24 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Bassok et al., “Priming Addition Facts With Semantic Relations”, JEPLMC",3488,No,10504,618551,618255,1.410020415,buy,100,TRUE,2014-10-22 02:11:25 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,618552,618256,3.001755401,buy,200,TRUE,2014-10-22 02:11:51 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,618553,618257,15.2984743,buy,1000,TRUE,2014-10-22 02:12:20 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 14, Dodson et al., “Stereotypes and retrieval-provoked illusory source recollections”, JEPLMC",3481,No,10490,618554,618258,2.01484678,buy,150,TRUE,2014-10-22 02:13:09 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,Yes,10487,618555,618259,7.990021705,buy,500,TRUE,2014-10-22 02:14:21 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,618556,618260,2.053134875,buy,150,TRUE,2014-10-22 02:15:12 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618557,618261,5.656911261,buy,500,TRUE,2014-10-22 02:15:49 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,Yes,10477,618558,618262,10.59145671,buy,500,TRUE,2014-10-22 02:16:43 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,618559,618263,5.914800358,buy,400,TRUE,2014-10-22 02:17:03 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,618560,618264,7.377892225,buy,500,TRUE,2014-10-22 02:17:21 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Bassok et al., “Priming Addition Facts With Semantic Relations”, JEPLMC",3488,No,10504,618561,618265,6.966181165,buy,500,TRUE,2014-10-22 02:17:36 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,618562,618266,6.764407213,buy,500,TRUE,2014-10-22 02:18:12 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,Yes,10469,618563,618267,13.976703,buy,500,TRUE,2014-10-22 02:18:40 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,No,10486,618564,618268,11.01915946,buy,500,TRUE,2014-10-22 02:19:09 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,618565,618269,7.241194071,buy,500,TRUE,2014-10-22 02:19:30 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,618566,618270,14.56372023,buy,1000,TRUE,2014-10-22 02:19:59 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Purdie-Vaughns et al., “Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions”, JPSP",3487,Yes,10501,618567,618271,8.146937048,buy,500,TRUE,2014-10-22 02:21:29 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Lemay and Clark, “Walking on eggshells: How expressing relationship insecurities perpetuates them”, JPSP",3474,No,10476,618568,618272,11.54838091,buy,500,TRUE,2014-10-22 02:23:01 UTC
Replicator Market - Oct 14,213,121298,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618569,618273,5.620893835,buy,500,TRUE,2014-10-22 02:23:24 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618602,618306,16.66762044,buy,1500,TRUE,2014-10-22 06:30:31 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,Yes,10479,618603,618307,22.0728681,buy,1000,TRUE,2014-10-22 06:31:24 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,618604,618308,14.2690321,buy,1000,TRUE,2014-10-22 06:32:10 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,Yes,10487,618605,618309,7.763555812,buy,500,TRUE,2014-10-22 06:33:30 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,Yes,10483,618606,618310,15.56998482,buy,1000,TRUE,2014-10-22 06:34:09 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,Yes,10473,618607,618311,6.537758452,buy,500,TRUE,2014-10-22 06:35:47 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,618608,618312,13.95727123,buy,1000,TRUE,2014-10-22 06:37:57 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,No,10478,618609,618313,9.495643867,buy,500,TRUE,2014-10-22 06:38:40 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,618610,618314,14.03118257,buy,1000,TRUE,2014-10-22 06:39:07 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Tamir et al., “Hedonic and instrumental motives in anger regulation”, Psychological Science",3484,No,10496,618611,618315,6.958200507,buy,200,TRUE,2014-10-22 06:40:03 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Bassok et al., “Priming Addition Facts With Semantic Relations”, JEPLMC",3488,No,10504,618612,618316,2.749126191,buy,200,TRUE,2014-10-22 06:40:35 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Nurmsoo and Bloom, “Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?”, Psychological Science",3469,Yes,10465,618613,618317,13.7277399,buy,1000,TRUE,2014-10-22 06:41:01 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,Yes,10469,618614,618318,5.262037914,buy,200,TRUE,2014-10-22 06:41:27 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Halevy et al., ““In?Group Love” and “Out?Group Hate” as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm”, Psychological Science",3477,Yes,10481,618615,618319,3.180160576,buy,200,TRUE,2014-10-22 06:42:11 UTC
Replicator Market - Oct 14,213,121241,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,Yes,10485,618616,618320,3.723015055,buy,199.9999999,TRUE,2014-10-22 06:42:53 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Wolf et al., “Interindividual-intergroup discontinuity in the domain of correspondent outcomes: the roles of relativistic concern, perceived categorization, and the doctrine of mutual assured destruction”, JPSP",3470,No,10468,618617,618321,9.036812876,buy,500,TRUE,2014-10-22 07:40:15 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,Yes,10487,618618,618322,7.559741362,buy,500,TRUE,2014-10-22 07:40:31 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,618619,618323,6.919463242,buy,500,TRUE,2014-10-22 07:40:46 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Fiedler, “The ultimate sampling dilemma in experience-based decision making”, JEPLMC",3482,Yes,10491,618620,618324,8.576087578,buy,500,TRUE,2014-10-22 07:40:58 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,No,10486,618621,618325,10.60727878,buy,500,TRUE,2014-10-22 07:41:11 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,No,10480,618622,618326,9.411443564,buy,500,TRUE,2014-10-22 07:41:25 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,Yes,10483,618623,618327,7.481293267,buy,500,TRUE,2014-10-22 07:41:37 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Lemay and Clark, “Walking on eggshells: How expressing relationship insecurities perpetuates them”, JPSP",3474,No,10476,618624,618328,10.85466312,buy,500,TRUE,2014-10-22 07:41:50 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,No,10478,618625,618329,9.096618477,buy,500,TRUE,2014-10-22 07:42:00 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Purdie-Vaughns et al., “Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions”, JPSP",3487,No,10502,618626,618330,12.76235032,buy,500,TRUE,2014-10-22 07:42:34 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Halevy et al., ““In?Group Love” and “Out?Group Hate” as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm”, Psychological Science",3477,Yes,10481,618627,618331,7.793054952,buy,500,TRUE,2014-10-22 07:42:55 UTC
Replicator Market - Oct 14,213,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,618628,618332,8.023645818,buy,500,TRUE,2014-10-22 07:43:08 UTC
Replicator Market - Oct 14,213,121245,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,618629,618333,7.793742125,buy,500,TRUE,2014-10-22 07:45:56 UTC
Replicator Market - Oct 14,213,121245,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,618630,618334,9.27995681,buy,700,TRUE,2014-10-22 07:46:52 UTC
Replicator Market - Oct 14,213,121245,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Halevy et al., ““In?Group Love” and “Out?Group Hate” as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm”, Psychological Science",3477,Yes,10481,618631,618335,43.03603611,buy,3000,TRUE,2014-10-22 07:47:23 UTC
Replicator Market - Oct 14,213,122914,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,618632,618336,0.013597829,sell,1.23370169,TRUE,2014-10-22 07:49:17 UTC
